employerId,Week_Num,Num_of_Employees,Perc_Chg,location,buildingId
381,3,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,27,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,54,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,51,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,12,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,64,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,2,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,9,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,58,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,52,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,1,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,39,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,26,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,18,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,8,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,40,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,61,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,11,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,35,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,14,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,30,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,17,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,25,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,20,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,7,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,31,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,10,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,13,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,45,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,24,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,48,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,19,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,22,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,6,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,60,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,4,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,28,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,44,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,47,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,15,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,34,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,21,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,5,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,37,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,56,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,43,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,65,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,62,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,57,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,33,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,32,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,53,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,63,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,50,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,59,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,42,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,38,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,29,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,41,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,46,4,0,POINT (877.2786575380362 1358.5441805909259),279
381,55,4,0,POINT (877.2786575380362 1358.5441805909259),279
382,39,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,40,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,27,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,44,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,23,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,22,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,36,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,8,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,61,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,11,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,35,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,43,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,2,4,-33.33,POINT (670.3987400004884 1584.4743462106067),3
382,49,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,12,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,20,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,52,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,31,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,18,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,58,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,45,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,24,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,64,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,56,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,19,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,30,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,9,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,25,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,14,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,65,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,60,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,15,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,26,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,34,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,3,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,16,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,32,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,1,6,0,POINT (670.3987400004884 1584.4743462106067),3
382,59,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,62,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,17,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,33,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,10,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,28,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,4,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,47,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,37,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,13,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,48,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,5,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,54,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,51,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,38,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,46,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,7,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,55,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,57,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,41,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,53,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,42,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,21,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,6,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,29,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,50,4,0,POINT (670.3987400004884 1584.4743462106067),3
382,63,4,0,POINT (670.3987400004884 1584.4743462106067),3
383,2,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,8,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,9,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,17,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,43,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,12,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,31,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,18,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,36,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,39,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,16,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,56,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,35,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,13,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,22,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,27,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,62,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,64,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,44,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,49,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,23,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,20,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,50,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,45,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,5,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,40,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,19,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,11,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,30,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,38,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,25,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,52,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,60,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,15,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,26,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,34,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,21,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,24,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,61,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,32,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,59,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,6,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,54,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,33,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,65,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,28,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,14,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,47,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,10,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,58,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,3,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,48,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,29,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,51,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,57,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,4,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,46,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,55,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,42,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,53,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,37,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,1,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,63,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,41,6,0,POINT (829.9556783260775 2163.4803049897623),146
383,7,6,0,POINT (829.9556783260775 2163.4803049897623),146
384,20,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,45,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,11,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,15,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,6,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,43,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,64,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,16,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,60,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,33,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,52,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,10,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,24,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,48,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,56,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,19,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,59,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,13,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,62,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,65,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,44,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,4,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,47,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,55,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,9,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,50,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,26,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,5,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,3,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,29,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,39,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,46,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,35,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,28,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,22,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,2,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,17,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,63,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,7,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,53,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,32,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,61,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,18,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,41,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,54,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,30,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,57,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,42,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,27,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,34,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,25,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,23,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,58,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,21,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,1,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,51,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,8,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,40,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,37,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,38,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,49,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,14,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,36,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,31,3,0,POINT (880.1644882398598 4339.7016557216575),527
384,12,3,0,POINT (880.1644882398598 4339.7016557216575),527
385,54,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,46,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,47,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,32,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,15,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,59,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,43,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,56,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,34,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,28,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,24,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,65,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,44,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,9,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,60,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,55,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,3,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,18,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,26,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,21,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,13,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,57,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,4,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,27,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,22,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,63,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,14,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,49,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,48,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,1,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,61,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,39,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,29,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,64,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,19,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,41,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,35,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,11,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,2,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,17,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,25,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,42,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,36,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,23,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,58,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,10,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,53,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,5,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,8,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,40,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,16,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,6,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,30,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,62,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,20,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,12,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,50,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,7,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,31,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,33,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,37,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,51,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,45,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,52,5,0,POINT (231.13884534051988 1095.6471792268785),782
385,38,5,0,POINT (231.13884534051988 1095.6471792268785),782
386,54,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,41,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,60,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,11,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,1,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,9,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,34,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,26,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,13,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,48,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,8,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,27,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,64,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,44,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,14,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,49,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,47,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,12,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,3,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,18,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,31,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,58,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,5,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,59,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,24,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,51,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,35,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,4,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,62,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,33,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,20,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,23,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,39,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,42,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,56,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,21,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,37,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,40,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,46,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,57,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,30,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,38,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,17,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,10,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,36,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,55,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,7,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,16,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,50,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,53,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,19,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,6,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
386,25,5,0,POINT (-1349.8842287593952 1610.4623628717086),596
