employerId,Yr_Month,Num_of_Employees,location,buildingId
382,2023-05,4,POINT (670.3987400004884 1584.4743462106067),3
383,2022-03,6,POINT (829.9556783260775 2163.4803049897623),146
383,2022-04,6,POINT (829.9556783260775 2163.4803049897623),146
383,2022-05,6,POINT (829.9556783260775 2163.4803049897623),146
383,2022-06,6,POINT (829.9556783260775 2163.4803049897623),146
383,2022-07,6,POINT (829.9556783260775 2163.4803049897623),146
383,2022-08,6,POINT (829.9556783260775 2163.4803049897623),146
383,2022-09,6,POINT (829.9556783260775 2163.4803049897623),146
383,2022-10,6,POINT (829.9556783260775 2163.4803049897623),146
383,2022-11,6,POINT (829.9556783260775 2163.4803049897623),146
383,2022-12,6,POINT (829.9556783260775 2163.4803049897623),146
383,2023-01,6,POINT (829.9556783260775 2163.4803049897623),146
383,2023-02,6,POINT (829.9556783260775 2163.4803049897623),146
383,2023-03,6,POINT (829.9556783260775 2163.4803049897623),146
383,2023-04,6,POINT (829.9556783260775 2163.4803049897623),146
383,2023-05,6,POINT (829.9556783260775 2163.4803049897623),146
384,2022-03,3,POINT (880.1644882398598 4339.7016557216575),527
384,2022-04,3,POINT (880.1644882398598 4339.7016557216575),527
384,2022-05,3,POINT (880.1644882398598 4339.7016557216575),527
384,2022-06,3,POINT (880.1644882398598 4339.7016557216575),527
384,2022-07,3,POINT (880.1644882398598 4339.7016557216575),527
384,2022-08,3,POINT (880.1644882398598 4339.7016557216575),527
384,2022-09,3,POINT (880.1644882398598 4339.7016557216575),527
384,2022-10,3,POINT (880.1644882398598 4339.7016557216575),527
384,2022-11,3,POINT (880.1644882398598 4339.7016557216575),527
384,2022-12,3,POINT (880.1644882398598 4339.7016557216575),527
384,2023-01,3,POINT (880.1644882398598 4339.7016557216575),527
384,2023-02,3,POINT (880.1644882398598 4339.7016557216575),527
384,2023-03,3,POINT (880.1644882398598 4339.7016557216575),527
384,2023-04,3,POINT (880.1644882398598 4339.7016557216575),527
384,2023-05,3,POINT (880.1644882398598 4339.7016557216575),527
385,2022-03,5,POINT (231.13884534051988 1095.6471792268785),782
385,2022-04,5,POINT (231.13884534051988 1095.6471792268785),782
385,2022-05,5,POINT (231.13884534051988 1095.6471792268785),782
385,2022-06,5,POINT (231.13884534051988 1095.6471792268785),782
385,2022-07,5,POINT (231.13884534051988 1095.6471792268785),782
385,2022-08,5,POINT (231.13884534051988 1095.6471792268785),782
385,2022-09,5,POINT (231.13884534051988 1095.6471792268785),782
385,2022-10,5,POINT (231.13884534051988 1095.6471792268785),782
385,2022-11,5,POINT (231.13884534051988 1095.6471792268785),782
385,2022-12,5,POINT (231.13884534051988 1095.6471792268785),782
385,2023-01,5,POINT (231.13884534051988 1095.6471792268785),782
385,2023-02,5,POINT (231.13884534051988 1095.6471792268785),782
385,2023-03,5,POINT (231.13884534051988 1095.6471792268785),782
385,2023-04,5,POINT (231.13884534051988 1095.6471792268785),782
385,2023-05,5,POINT (231.13884534051988 1095.6471792268785),782
386,2022-03,5,POINT (-1349.8842287593952 1610.4623628717086),596
386,2022-04,5,POINT (-1349.8842287593952 1610.4623628717086),596
386,2022-05,5,POINT (-1349.8842287593952 1610.4623628717086),596
386,2022-06,5,POINT (-1349.8842287593952 1610.4623628717086),596
386,2022-07,5,POINT (-1349.8842287593952 1610.4623628717086),596
386,2022-08,5,POINT (-1349.8842287593952 1610.4623628717086),596
386,2022-09,5,POINT (-1349.8842287593952 1610.4623628717086),596
386,2022-10,5,POINT (-1349.8842287593952 1610.4623628717086),596
386,2022-11,5,POINT (-1349.8842287593952 1610.4623628717086),596
386,2022-12,5,POINT (-1349.8842287593952 1610.4623628717086),596
386,2023-01,5,POINT (-1349.8842287593952 1610.4623628717086),596
386,2023-02,5,POINT (-1349.8842287593952 1610.4623628717086),596
386,2023-03,5,POINT (-1349.8842287593952 1610.4623628717086),596
386,2023-04,5,POINT (-1349.8842287593952 1610.4623628717086),596
386,2023-05,5,POINT (-1349.8842287593952 1610.4623628717086),596
387,2022-03,2,POINT (864.9382009582821 1556.3972795892669),880
387,2022-04,2,POINT (864.9382009582821 1556.3972795892669),880
387,2022-05,2,POINT (864.9382009582821 1556.3972795892669),880
387,2022-06,2,POINT (864.9382009582821 1556.3972795892669),880
387,2022-07,2,POINT (864.9382009582821 1556.3972795892669),880
387,2022-08,2,POINT (864.9382009582821 1556.3972795892669),880
387,2022-09,2,POINT (864.9382009582821 1556.3972795892669),880
387,2022-10,2,POINT (864.9382009582821 1556.3972795892669),880
387,2022-11,2,POINT (864.9382009582821 1556.3972795892669),880
387,2022-12,2,POINT (864.9382009582821 1556.3972795892669),880
387,2023-01,2,POINT (864.9382009582821 1556.3972795892669),880
387,2023-02,2,POINT (864.9382009582821 1556.3972795892669),880
387,2023-03,2,POINT (864.9382009582821 1556.3972795892669),880
387,2023-04,2,POINT (864.9382009582821 1556.3972795892669),880
387,2023-05,2,POINT (864.9382009582821 1556.3972795892669),880
388,2022-03,6,POINT (611.8427226577171 2550.7250184246723),986
388,2022-04,5,POINT (611.8427226577171 2550.7250184246723),986
388,2022-05,5,POINT (611.8427226577171 2550.7250184246723),986
388,2022-06,5,POINT (611.8427226577171 2550.7250184246723),986
388,2022-07,5,POINT (611.8427226577171 2550.7250184246723),986
388,2022-08,5,POINT (611.8427226577171 2550.7250184246723),986
388,2022-09,5,POINT (611.8427226577171 2550.7250184246723),986
388,2022-10,5,POINT (611.8427226577171 2550.7250184246723),986
388,2022-11,5,POINT (611.8427226577171 2550.7250184246723),986
388,2022-12,5,POINT (611.8427226577171 2550.7250184246723),986
388,2023-01,5,POINT (611.8427226577171 2550.7250184246723),986
388,2023-02,5,POINT (611.8427226577171 2550.7250184246723),986
388,2023-03,5,POINT (611.8427226577171 2550.7250184246723),986
388,2023-04,5,POINT (611.8427226577171 2550.7250184246723),986
388,2023-05,5,POINT (611.8427226577171 2550.7250184246723),986
389,2022-03,5,POINT (1749.107722959826 4023.6598528872755),1020
389,2022-04,3,POINT (1749.107722959826 4023.6598528872755),1020
389,2022-05,3,POINT (1749.107722959826 4023.6598528872755),1020
389,2022-06,3,POINT (1749.107722959826 4023.6598528872755),1020
389,2022-07,3,POINT (1749.107722959826 4023.6598528872755),1020
389,2022-08,3,POINT (1749.107722959826 4023.6598528872755),1020
389,2022-09,3,POINT (1749.107722959826 4023.6598528872755),1020
389,2022-10,3,POINT (1749.107722959826 4023.6598528872755),1020
389,2022-11,3,POINT (1749.107722959826 4023.6598528872755),1020
389,2022-12,3,POINT (1749.107722959826 4023.6598528872755),1020
389,2023-01,3,POINT (1749.107722959826 4023.6598528872755),1020
389,2023-02,3,POINT (1749.107722959826 4023.6598528872755),1020
389,2023-03,3,POINT (1749.107722959826 4023.6598528872755),1020
389,2023-04,3,POINT (1749.107722959826 4023.6598528872755),1020
389,2023-05,3,POINT (1749.107722959826 4023.6598528872755),1020
390,2022-03,3,POINT (994.4462620941047 3762.3654281251634),347
390,2022-04,3,POINT (994.4462620941047 3762.3654281251634),347
390,2022-05,3,POINT (994.4462620941047 3762.3654281251634),347
390,2022-06,3,POINT (994.4462620941047 3762.3654281251634),347
390,2022-07,3,POINT (994.4462620941047 3762.3654281251634),347
390,2022-08,3,POINT (994.4462620941047 3762.3654281251634),347
390,2022-09,3,POINT (994.4462620941047 3762.3654281251634),347
390,2022-10,3,POINT (994.4462620941047 3762.3654281251634),347
390,2022-11,3,POINT (994.4462620941047 3762.3654281251634),347
390,2022-12,3,POINT (994.4462620941047 3762.3654281251634),347
390,2023-01,3,POINT (994.4462620941047 3762.3654281251634),347
390,2023-02,3,POINT (994.4462620941047 3762.3654281251634),347
390,2023-03,3,POINT (994.4462620941047 3762.3654281251634),347
390,2023-04,3,POINT (994.4462620941047 3762.3654281251634),347
390,2023-05,3,POINT (994.4462620941047 3762.3654281251634),347
391,2022-03,2,POINT (609.8156412485578 787.4692664792319),632
391,2022-04,2,POINT (609.8156412485578 787.4692664792319),632
391,2022-05,2,POINT (609.8156412485578 787.4692664792319),632
391,2022-06,2,POINT (609.8156412485578 787.4692664792319),632
391,2022-07,2,POINT (609.8156412485578 787.4692664792319),632
391,2022-08,2,POINT (609.8156412485578 787.4692664792319),632
391,2022-09,2,POINT (609.8156412485578 787.4692664792319),632
391,2022-10,2,POINT (609.8156412485578 787.4692664792319),632
391,2022-11,2,POINT (609.8156412485578 787.4692664792319),632
391,2022-12,2,POINT (609.8156412485578 787.4692664792319),632
391,2023-01,2,POINT (609.8156412485578 787.4692664792319),632
391,2023-02,2,POINT (609.8156412485578 787.4692664792319),632
391,2023-03,2,POINT (609.8156412485578 787.4692664792319),632
391,2023-04,2,POINT (609.8156412485578 787.4692664792319),632
391,2023-05,2,POINT (609.8156412485578 787.4692664792319),632
392,2022-03,3,POINT (-885.2966139548657 1555.9764946386085),315
392,2022-04,3,POINT (-885.2966139548657 1555.9764946386085),315
392,2022-05,3,POINT (-885.2966139548657 1555.9764946386085),315
392,2022-06,3,POINT (-885.2966139548657 1555.9764946386085),315
392,2022-07,3,POINT (-885.2966139548657 1555.9764946386085),315
392,2022-08,3,POINT (-885.2966139548657 1555.9764946386085),315
392,2022-09,3,POINT (-885.2966139548657 1555.9764946386085),315
392,2022-10,3,POINT (-885.2966139548657 1555.9764946386085),315
392,2022-11,3,POINT (-885.2966139548657 1555.9764946386085),315
392,2022-12,3,POINT (-885.2966139548657 1555.9764946386085),315
392,2023-01,3,POINT (-885.2966139548657 1555.9764946386085),315
392,2023-02,3,POINT (-885.2966139548657 1555.9764946386085),315
392,2023-03,3,POINT (-885.2966139548657 1555.9764946386085),315
392,2023-04,3,POINT (-885.2966139548657 1555.9764946386085),315
392,2023-05,3,POINT (-885.2966139548657 1555.9764946386085),315
393,2022-03,4,POINT (903.9691099852218 4220.741537877808),592
393,2022-04,4,POINT (903.9691099852218 4220.741537877808),592
393,2022-05,4,POINT (903.9691099852218 4220.741537877808),592
393,2022-06,4,POINT (903.9691099852218 4220.741537877808),592
393,2022-07,4,POINT (903.9691099852218 4220.741537877808),592
393,2022-08,4,POINT (903.9691099852218 4220.741537877808),592
393,2022-09,4,POINT (903.9691099852218 4220.741537877808),592
393,2022-10,4,POINT (903.9691099852218 4220.741537877808),592
393,2022-11,4,POINT (903.9691099852218 4220.741537877808),592
393,2022-12,4,POINT (903.9691099852218 4220.741537877808),592
393,2023-01,4,POINT (903.9691099852218 4220.741537877808),592
393,2023-02,4,POINT (903.9691099852218 4220.741537877808),592
393,2023-03,4,POINT (903.9691099852218 4220.741537877808),592
393,2023-04,4,POINT (903.9691099852218 4220.741537877808),592
393,2023-05,4,POINT (903.9691099852218 4220.741537877808),592
394,2022-03,2,POINT (865.149408963124 982.7393731902811),893
394,2022-04,1,POINT (865.149408963124 982.7393731902811),893
394,2022-05,1,POINT (865.149408963124 982.7393731902811),893
394,2022-06,1,POINT (865.149408963124 982.7393731902811),893
394,2022-07,1,POINT (865.149408963124 982.7393731902811),893
394,2022-08,1,POINT (865.149408963124 982.7393731902811),893
394,2022-09,1,POINT (865.149408963124 982.7393731902811),893
394,2022-10,1,POINT (865.149408963124 982.7393731902811),893
394,2022-11,1,POINT (865.149408963124 982.7393731902811),893
394,2022-12,1,POINT (865.149408963124 982.7393731902811),893
394,2023-01,1,POINT (865.149408963124 982.7393731902811),893
394,2023-02,1,POINT (865.149408963124 982.7393731902811),893
394,2023-03,1,POINT (865.149408963124 982.7393731902811),893
394,2023-04,1,POINT (865.149408963124 982.7393731902811),893
394,2023-05,1,POINT (865.149408963124 982.7393731902811),893
395,2022-03,3,POINT (286.586327845334 1725.5999247626096),230
395,2022-04,3,POINT (286.586327845334 1725.5999247626096),230
395,2022-05,3,POINT (286.586327845334 1725.5999247626096),230
395,2022-06,3,POINT (286.586327845334 1725.5999247626096),230
395,2022-07,3,POINT (286.586327845334 1725.5999247626096),230
395,2022-08,3,POINT (286.586327845334 1725.5999247626096),230
395,2022-09,3,POINT (286.586327845334 1725.5999247626096),230
395,2022-10,3,POINT (286.586327845334 1725.5999247626096),230
395,2022-11,3,POINT (286.586327845334 1725.5999247626096),230
395,2022-12,3,POINT (286.586327845334 1725.5999247626096),230
395,2023-01,3,POINT (286.586327845334 1725.5999247626096),230
395,2023-02,3,POINT (286.586327845334 1725.5999247626096),230
395,2023-03,3,POINT (286.586327845334 1725.5999247626096),230
395,2023-04,3,POINT (286.586327845334 1725.5999247626096),230
395,2023-05,3,POINT (286.586327845334 1725.5999247626096),230
396,2022-03,7,POINT (868.902110395577 4390.34074468453),590
396,2022-04,7,POINT (868.902110395577 4390.34074468453),590
396,2022-05,7,POINT (868.902110395577 4390.34074468453),590
396,2022-06,7,POINT (868.902110395577 4390.34074468453),590
396,2022-07,7,POINT (868.902110395577 4390.34074468453),590
396,2022-08,7,POINT (868.902110395577 4390.34074468453),590
396,2022-09,7,POINT (868.902110395577 4390.34074468453),590
396,2022-10,7,POINT (868.902110395577 4390.34074468453),590
396,2022-11,7,POINT (868.902110395577 4390.34074468453),590
396,2022-12,7,POINT (868.902110395577 4390.34074468453),590
396,2023-01,7,POINT (868.902110395577 4390.34074468453),590
396,2023-02,7,POINT (868.902110395577 4390.34074468453),590
396,2023-03,7,POINT (868.902110395577 4390.34074468453),590
396,2023-04,7,POINT (868.902110395577 4390.34074468453),590
396,2023-05,7,POINT (868.902110395577 4390.34074468453),590
397,2022-03,6,POINT (1499.3204774627252 4304.553083816536),351
397,2022-04,6,POINT (1499.3204774627252 4304.553083816536),351
397,2022-05,6,POINT (1499.3204774627252 4304.553083816536),351
397,2022-06,6,POINT (1499.3204774627252 4304.553083816536),351
397,2022-07,6,POINT (1499.3204774627252 4304.553083816536),351
397,2022-08,6,POINT (1499.3204774627252 4304.553083816536),351
397,2022-09,6,POINT (1499.3204774627252 4304.553083816536),351
397,2022-10,6,POINT (1499.3204774627252 4304.553083816536),351
397,2022-11,6,POINT (1499.3204774627252 4304.553083816536),351
397,2022-12,6,POINT (1499.3204774627252 4304.553083816536),351
397,2023-01,6,POINT (1499.3204774627252 4304.553083816536),351
397,2023-02,6,POINT (1499.3204774627252 4304.553083816536),351
397,2023-03,6,POINT (1499.3204774627252 4304.553083816536),351
397,2023-04,6,POINT (1499.3204774627252 4304.553083816536),351
397,2023-05,6,POINT (1499.3204774627252 4304.553083816536),351
398,2022-03,4,POINT (754.0987512384932 1394.0500627767071),692
398,2022-04,4,POINT (754.0987512384932 1394.0500627767071),692
398,2022-05,4,POINT (754.0987512384932 1394.0500627767071),692
398,2022-06,4,POINT (754.0987512384932 1394.0500627767071),692
398,2022-07,4,POINT (754.0987512384932 1394.0500627767071),692
398,2022-08,4,POINT (754.0987512384932 1394.0500627767071),692
398,2022-09,4,POINT (754.0987512384932 1394.0500627767071),692
398,2022-10,4,POINT (754.0987512384932 1394.0500627767071),692
398,2022-11,4,POINT (754.0987512384932 1394.0500627767071),692
398,2022-12,4,POINT (754.0987512384932 1394.0500627767071),692
398,2023-01,4,POINT (754.0987512384932 1394.0500627767071),692
398,2023-02,4,POINT (754.0987512384932 1394.0500627767071),692
398,2023-03,4,POINT (754.0987512384932 1394.0500627767071),692
398,2023-04,4,POINT (754.0987512384932 1394.0500627767071),692
398,2023-05,4,POINT (754.0987512384932 1394.0500627767071),692
399,2022-03,5,POINT (1626.36173317109 4226.189405838731),180
399,2022-04,5,POINT (1626.36173317109 4226.189405838731),180
399,2022-05,5,POINT (1626.36173317109 4226.189405838731),180
399,2022-06,5,POINT (1626.36173317109 4226.189405838731),180
399,2022-07,5,POINT (1626.36173317109 4226.189405838731),180
399,2022-08,5,POINT (1626.36173317109 4226.189405838731),180
399,2022-09,5,POINT (1626.36173317109 4226.189405838731),180
399,2022-10,5,POINT (1626.36173317109 4226.189405838731),180
399,2022-11,5,POINT (1626.36173317109 4226.189405838731),180
399,2022-12,5,POINT (1626.36173317109 4226.189405838731),180
399,2023-01,5,POINT (1626.36173317109 4226.189405838731),180
399,2023-02,5,POINT (1626.36173317109 4226.189405838731),180
399,2023-03,5,POINT (1626.36173317109 4226.189405838731),180
399,2023-04,5,POINT (1626.36173317109 4226.189405838731),180
399,2023-05,5,POINT (1626.36173317109 4226.189405838731),180
400,2022-03,2,POINT (753.1769059100845 1739.395851679909),227
400,2022-04,2,POINT (753.1769059100845 1739.395851679909),227
400,2022-05,2,POINT (753.1769059100845 1739.395851679909),227
400,2022-06,2,POINT (753.1769059100845 1739.395851679909),227
400,2022-07,2,POINT (753.1769059100845 1739.395851679909),227
400,2022-08,2,POINT (753.1769059100845 1739.395851679909),227
400,2022-09,2,POINT (753.1769059100845 1739.395851679909),227
400,2022-10,2,POINT (753.1769059100845 1739.395851679909),227
400,2022-11,2,POINT (753.1769059100845 1739.395851679909),227
400,2022-12,2,POINT (753.1769059100845 1739.395851679909),227
400,2023-01,2,POINT (753.1769059100845 1739.395851679909),227
400,2023-02,2,POINT (753.1769059100845 1739.395851679909),227
400,2023-03,2,POINT (753.1769059100845 1739.395851679909),227
400,2023-04,2,POINT (753.1769059100845 1739.395851679909),227
400,2023-05,2,POINT (753.1769059100845 1739.395851679909),227
401,2022-03,6,POINT (-1674.8630003427375 1638.1520588255166),623
401,2022-04,5,POINT (-1674.8630003427375 1638.1520588255166),623
401,2022-05,5,POINT (-1674.8630003427375 1638.1520588255166),623
401,2022-06,5,POINT (-1674.8630003427375 1638.1520588255166),623
401,2022-07,5,POINT (-1674.8630003427375 1638.1520588255166),623
401,2022-08,5,POINT (-1674.8630003427375 1638.1520588255166),623
401,2022-09,5,POINT (-1674.8630003427375 1638.1520588255166),623
401,2022-10,5,POINT (-1674.8630003427375 1638.1520588255166),623
401,2022-11,5,POINT (-1674.8630003427375 1638.1520588255166),623
401,2022-12,5,POINT (-1674.8630003427375 1638.1520588255166),623
401,2023-01,5,POINT (-1674.8630003427375 1638.1520588255166),623
401,2023-02,5,POINT (-1674.8630003427375 1638.1520588255166),623
401,2023-03,5,POINT (-1674.8630003427375 1638.1520588255166),623
401,2023-04,5,POINT (-1674.8630003427375 1638.1520588255166),623
401,2023-05,5,POINT (-1674.8630003427375 1638.1520588255166),623
402,2022-03,4,POINT (1004.1152674725888 4462.540163068401),717
402,2022-04,4,POINT (1004.1152674725888 4462.540163068401),717
402,2022-05,4,POINT (1004.1152674725888 4462.540163068401),717
402,2022-06,4,POINT (1004.1152674725888 4462.540163068401),717
402,2022-07,4,POINT (1004.1152674725888 4462.540163068401),717
402,2022-08,4,POINT (1004.1152674725888 4462.540163068401),717
402,2022-09,4,POINT (1004.1152674725888 4462.540163068401),717
402,2022-10,4,POINT (1004.1152674725888 4462.540163068401),717
402,2022-11,4,POINT (1004.1152674725888 4462.540163068401),717
402,2022-12,4,POINT (1004.1152674725888 4462.540163068401),717
402,2023-01,4,POINT (1004.1152674725888 4462.540163068401),717
402,2023-02,4,POINT (1004.1152674725888 4462.540163068401),717
402,2023-03,4,POINT (1004.1152674725888 4462.540163068401),717
402,2023-04,4,POINT (1004.1152674725888 4462.540163068401),717
402,2023-05,4,POINT (1004.1152674725888 4462.540163068401),717
403,2022-03,6,POINT (2026.3999572104358 4142.402774048681),1023
403,2022-04,6,POINT (2026.3999572104358 4142.402774048681),1023
403,2022-05,6,POINT (2026.3999572104358 4142.402774048681),1023
403,2022-06,6,POINT (2026.3999572104358 4142.402774048681),1023
403,2022-07,6,POINT (2026.3999572104358 4142.402774048681),1023
403,2022-08,6,POINT (2026.3999572104358 4142.402774048681),1023
403,2022-09,6,POINT (2026.3999572104358 4142.402774048681),1023
403,2022-10,6,POINT (2026.3999572104358 4142.402774048681),1023
403,2022-11,6,POINT (2026.3999572104358 4142.402774048681),1023
403,2022-12,6,POINT (2026.3999572104358 4142.402774048681),1023
403,2023-01,6,POINT (2026.3999572104358 4142.402774048681),1023
403,2023-02,6,POINT (2026.3999572104358 4142.402774048681),1023
403,2023-03,6,POINT (2026.3999572104358 4142.402774048681),1023
403,2023-04,6,POINT (2026.3999572104358 4142.402774048681),1023
403,2023-05,6,POINT (2026.3999572104358 4142.402774048681),1023
404,2022-03,2,POINT (2630 4050),103
404,2022-04,1,POINT (2630 4050),103
404,2022-05,1,POINT (2630 4050),103
404,2022-06,1,POINT (2630 4050),103
404,2022-07,1,POINT (2630 4050),103
404,2022-08,1,POINT (2630 4050),103
404,2022-09,1,POINT (2630 4050),103
404,2022-10,1,POINT (2630 4050),103
404,2022-11,1,POINT (2630 4050),103
404,2022-12,1,POINT (2630 4050),103
404,2023-01,1,POINT (2630 4050),103
404,2023-02,1,POINT (2630 4050),103
404,2023-03,1,POINT (2630 4050),103
404,2023-04,1,POINT (2630 4050),103
404,2023-05,1,POINT (2630 4050),103
405,2022-03,5,POINT (1535.4111740520664 4021.741043075247),982
405,2022-04,5,POINT (1535.4111740520664 4021.741043075247),982
405,2022-05,5,POINT (1535.4111740520664 4021.741043075247),982
405,2022-06,5,POINT (1535.4111740520664 4021.741043075247),982
405,2022-07,5,POINT (1535.4111740520664 4021.741043075247),982
405,2022-08,5,POINT (1535.4111740520664 4021.741043075247),982
405,2022-09,5,POINT (1535.4111740520664 4021.741043075247),982
405,2022-10,5,POINT (1535.4111740520664 4021.741043075247),982
405,2022-11,5,POINT (1535.4111740520664 4021.741043075247),982
405,2022-12,5,POINT (1535.4111740520664 4021.741043075247),982
405,2023-01,5,POINT (1535.4111740520664 4021.741043075247),982
405,2023-02,5,POINT (1535.4111740520664 4021.741043075247),982
405,2023-03,5,POINT (1535.4111740520664 4021.741043075247),982
405,2023-04,5,POINT (1535.4111740520664 4021.741043075247),982
405,2023-05,5,POINT (1535.4111740520664 4021.741043075247),982
406,2022-03,6,POINT (973.2374190327052 3805.640410966102),347
406,2022-04,6,POINT (973.2374190327052 3805.640410966102),347
406,2022-05,6,POINT (973.2374190327052 3805.640410966102),347
406,2022-06,6,POINT (973.2374190327052 3805.640410966102),347
406,2022-07,6,POINT (973.2374190327052 3805.640410966102),347
406,2022-08,6,POINT (973.2374190327052 3805.640410966102),347
406,2022-09,6,POINT (973.2374190327052 3805.640410966102),347
406,2022-10,6,POINT (973.2374190327052 3805.640410966102),347
406,2022-11,6,POINT (973.2374190327052 3805.640410966102),347
406,2022-12,6,POINT (973.2374190327052 3805.640410966102),347
406,2023-01,6,POINT (973.2374190327052 3805.640410966102),347
406,2023-02,6,POINT (973.2374190327052 3805.640410966102),347
406,2023-03,6,POINT (973.2374190327052 3805.640410966102),347
406,2023-04,6,POINT (973.2374190327052 3805.640410966102),347
406,2023-05,6,POINT (973.2374190327052 3805.640410966102),347
407,2022-03,5,POINT (1105.2630658126443 3730.801103253373),1033
407,2022-04,4,POINT (1105.2630658126443 3730.801103253373),1033
407,2022-05,4,POINT (1105.2630658126443 3730.801103253373),1033
407,2022-06,4,POINT (1105.2630658126443 3730.801103253373),1033
407,2022-07,4,POINT (1105.2630658126443 3730.801103253373),1033
407,2022-08,4,POINT (1105.2630658126443 3730.801103253373),1033
407,2022-09,4,POINT (1105.2630658126443 3730.801103253373),1033
407,2022-10,4,POINT (1105.2630658126443 3730.801103253373),1033
407,2022-11,4,POINT (1105.2630658126443 3730.801103253373),1033
407,2022-12,4,POINT (1105.2630658126443 3730.801103253373),1033
407,2023-01,4,POINT (1105.2630658126443 3730.801103253373),1033
407,2023-02,4,POINT (1105.2630658126443 3730.801103253373),1033
407,2023-03,4,POINT (1105.2630658126443 3730.801103253373),1033
407,2023-04,4,POINT (1105.2630658126443 3730.801103253373),1033
407,2023-05,4,POINT (1105.2630658126443 3730.801103253373),1033
408,2022-03,6,POINT (412.9860808984934 1033.1806025214216),516
408,2022-04,6,POINT (412.9860808984934 1033.1806025214216),516
408,2022-05,6,POINT (412.9860808984934 1033.1806025214216),516
408,2022-06,6,POINT (412.9860808984934 1033.1806025214216),516
408,2022-07,6,POINT (412.9860808984934 1033.1806025214216),516
408,2022-08,6,POINT (412.9860808984934 1033.1806025214216),516
408,2022-09,6,POINT (412.9860808984934 1033.1806025214216),516
408,2022-10,6,POINT (412.9860808984934 1033.1806025214216),516
408,2022-11,6,POINT (412.9860808984934 1033.1806025214216),516
408,2022-12,6,POINT (412.9860808984934 1033.1806025214216),516
408,2023-01,6,POINT (412.9860808984934 1033.1806025214216),516
408,2023-02,6,POINT (412.9860808984934 1033.1806025214216),516
408,2023-03,6,POINT (412.9860808984934 1033.1806025214216),516
408,2023-04,6,POINT (412.9860808984934 1033.1806025214216),516
408,2023-05,6,POINT (412.9860808984934 1033.1806025214216),516
409,2022-03,5,POINT (1207.490101417887 4007.885706041321),225
409,2022-04,1,POINT (1207.490101417887 4007.885706041321),225
409,2022-05,1,POINT (1207.490101417887 4007.885706041321),225
409,2022-06,1,POINT (1207.490101417887 4007.885706041321),225
409,2022-07,1,POINT (1207.490101417887 4007.885706041321),225
409,2022-08,1,POINT (1207.490101417887 4007.885706041321),225
